Coluna1;year;env;location;rep;plot;gen;check;yield;plant;harvest;lat;lon;elev;row_id
1166;2018;S18_2DAR1;BakaDAR;3;90;SCSENTINEL;No;1670.69;01/03/2019;05/07/2019;-9.926433;33.909217;495;1166
1167;2018;S18_2DAR2;ChitedzeDAR;1;1;SCSIGNAL;No;3682;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1167
1168;2018;S18_2DAR2;ChitedzeDAR;1;2;MAKSOY5N;No;2487;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1168
1169;2018;S18_2DAR2;ChitedzeDAR;1;3;SSS500;No;3039;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1169
1170;2018;S18_2DAR2;ChitedzeDAR;1;4;TGx198762F;No;2598;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1170
1171;2018;S18_2DAR2;ChitedzeDAR;1;5;HERON;No;2882;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1171
1172;2018;S18_2DAR2;ChitedzeDAR;1;6;S1187537;No;3647;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1172
1173;2018;S18_2DAR2;ChitedzeDAR;1;7;S1150522;No;3109;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1173
1174;2018;S18_2DAR2;ChitedzeDAR;1;8;Panorama358;No;1345;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1174
1175;2018;S18_2DAR2;ChitedzeDAR;1;9;TGx201416FM;No;3160;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1175
1176;2018;S18_2DAR2;ChitedzeDAR;1;10;MRIDINA;No;2636;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1176
1177;2018;S18_2DAR2;ChitedzeDAR;1;11;SCSENTINEL;No;3353;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1177
1178;2018;S18_2DAR2;ChitedzeDAR;1;12;EGRET;No;3629;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1178
1179;2018;S18_2DAR2;ChitedzeDAR;1;13;CLARK63K;No;2232;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1179
1180;2018;S18_2DAR2;ChitedzeDAR;1;14;S1146525;No;3641;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1180
1181;2018;S18_2DAR2;ChitedzeDAR;1;15;IBIS2000;No;3299;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1181
1182;2018;S18_2DAR2;ChitedzeDAR;1;16;SCS1;No;3116;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1182
1183;2018;S18_2DAR2;ChitedzeDAR;1;17;S114054;No;2527;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1183
1185;2018;S18_2DAR2;ChitedzeDAR;1;19;TIKOLORE;Yes;2902;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1185
1186;2018;S18_2DAR2;ChitedzeDAR;1;20;SC_EXPT1;No;4419;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1186
1187;2018;S18_2DAR2;ChitedzeDAR;1;21;Dundee;No;3399;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1187
1188;2018;S18_2DAR2;ChitedzeDAR;1;22;DARS_CHITEDZE4;No;2499;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1188
1189;2018;S18_2DAR2;ChitedzeDAR;1;23;Panorama3;No;1733;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1189
1190;2018;S18_2DAR2;ChitedzeDAR;1;24;NASOKO;Yes;2679;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1190
1191;2018;S18_2DAR2;ChitedzeDAR;1;25;Makwacha;Yes;3148;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1191
1192;2018;S18_2DAR2;ChitedzeDAR;1;26;SCSAGA;No;3784;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1192
1193;2018;S18_2DAR2;ChitedzeDAR;1;27;SCSPIKE;No;2896;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1193
1194;2018;S18_2DAR2;ChitedzeDAR;1;28;Lukanga;No;2656;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1194
1195;2018;S18_2DAR2;ChitedzeDAR;1;29;Panorama29I;No;2150;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1195
1196;2018;S18_2DAR2;ChitedzeDAR;1;30;S107967;No;2954;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1196
1197;2018;S18_2DAR2;ChitedzeDAR;2;31;MRIDINA;No;1984;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1197
1198;2018;S18_2DAR2;ChitedzeDAR;2;32;TIKOLORE;Yes;2898;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1198
1199;2018;S18_2DAR2;ChitedzeDAR;2;33;SCSAGA;No;3905;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1199
1200;2018;S18_2DAR2;ChitedzeDAR;2;34;NASOKO;Yes;2830;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1200
1201;2018;S18_2DAR2;ChitedzeDAR;2;35;HERON;No;2657;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1201
1203;2018;S18_2DAR2;ChitedzeDAR;2;37;S107967;No;2389;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1203
1204;2018;S18_2DAR2;ChitedzeDAR;2;38;SCSIGNAL;No;3285;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1204
1205;2018;S18_2DAR2;ChitedzeDAR;2;39;IBIS2000;No;2755;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1205
1206;2018;S18_2DAR2;ChitedzeDAR;2;40;Makwacha;Yes;3193;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1206
1207;2018;S18_2DAR2;ChitedzeDAR;2;41;Panorama358;No;2081;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1207
1208;2018;S18_2DAR2;ChitedzeDAR;2;42;Panorama29I;No;2120;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1208
1209;2018;S18_2DAR2;ChitedzeDAR;2;43;EGRET;No;2846;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1209
1210;2018;S18_2DAR2;ChitedzeDAR;2;44;DARS_CHITEDZE4;No;2425;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1210
1211;2018;S18_2DAR2;ChitedzeDAR;2;45;SSS500;No;2618;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1211
1212;2018;S18_2DAR2;ChitedzeDAR;2;46;MAKSOY5N;No;2690;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1212
1213;2018;S18_2DAR2;ChitedzeDAR;2;47;S1150522;No;2442;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1213
1214;2018;S18_2DAR2;ChitedzeDAR;2;48;CLARK63K;No;2291;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1214
1215;2018;S18_2DAR2;ChitedzeDAR;2;49;S114054;No;2377;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1215
1216;2018;S18_2DAR2;ChitedzeDAR;2;50;Dundee;No;3263;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1216
1217;2018;S18_2DAR2;ChitedzeDAR;2;51;SC_EXPT1;No;3847;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1217
1219;2018;S18_2DAR2;ChitedzeDAR;2;53;Panorama3;No;1876;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1219
1220;2018;S18_2DAR2;ChitedzeDAR;2;54;TGx201416FM;No;2874;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1220
1221;2018;S18_2DAR2;ChitedzeDAR;2;55;S1146525;No;3571;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1221
1222;2018;S18_2DAR2;ChitedzeDAR;2;56;TGx198762F;No;2853;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1222
1223;2018;S18_2DAR2;ChitedzeDAR;2;57;SCSENTINEL;No;3319;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1223
1224;2018;S18_2DAR2;ChitedzeDAR;2;58;S1187537;No;3370;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1224
1225;2018;S18_2DAR2;ChitedzeDAR;2;59;SCSPIKE;No;3142;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1225
1226;2018;S18_2DAR2;ChitedzeDAR;2;60;SCS1;No;3403;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1226
1227;2018;S18_2DAR2;ChitedzeDAR;3;61;TGx198762F;No;2522;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1227
1228;2018;S18_2DAR2;ChitedzeDAR;3;62;S114054;No;2672;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1228
1229;2018;S18_2DAR2;ChitedzeDAR;3;63;EGRET;No;2620;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1229
1230;2018;S18_2DAR2;ChitedzeDAR;3;64;NASOKO;Yes;2976;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1230
1231;2018;S18_2DAR2;ChitedzeDAR;3;65;TGx201416FM;No;2906;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1231
1232;2018;S18_2DAR2;ChitedzeDAR;3;66;SSS500;No;2673;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1232
1233;2018;S18_2DAR2;ChitedzeDAR;3;67;Lukanga;No;2585;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1233
1234;2018;S18_2DAR2;ChitedzeDAR;3;68;S1187537;No;3087;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1234
1235;2018;S18_2DAR2;ChitedzeDAR;3;69;CLARK63K;No;2604;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1235
1236;2018;S18_2DAR2;ChitedzeDAR;3;70;Kaleya;No;2864;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1236
1237;2018;S18_2DAR2;ChitedzeDAR;3;71;MRIDINA;No;1821;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1237
1238;2018;S18_2DAR2;ChitedzeDAR;3;72;S107967;No;2411;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1238
1240;2018;S18_2DAR2;ChitedzeDAR;3;74;S1146525;No;3523;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1240
1241;2018;S18_2DAR2;ChitedzeDAR;3;75;Dundee;No;3629;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1241
1242;2018;S18_2DAR2;ChitedzeDAR;3;76;Makwacha;Yes;2567;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1242
1243;2018;S18_2DAR2;ChitedzeDAR;3;77;MAKSOY5N;No;2700;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1243
1244;2018;S18_2DAR2;ChitedzeDAR;3;78;Panorama358;No;1470;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1244
1245;2018;S18_2DAR2;ChitedzeDAR;3;79;SC_EXPT1;No;4036;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1245
1246;2018;S18_2DAR2;ChitedzeDAR;3;80;SCSAGA;No;3053;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1246
1247;2018;S18_2DAR2;ChitedzeDAR;3;81;Panorama29I;No;1867;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1247
1248;2018;S18_2DAR2;ChitedzeDAR;3;82;SCSENTINEL;No;3592;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1248
1249;2018;S18_2DAR2;ChitedzeDAR;3;83;Panorama3;No;2064;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1249
1250;2018;S18_2DAR2;ChitedzeDAR;3;84;TIKOLORE;Yes;2575;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1250
1251;2018;S18_2DAR2;ChitedzeDAR;3;85;SCSIGNAL;No;3288;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1251
1252;2018;S18_2DAR2;ChitedzeDAR;3;86;SCSPIKE;No;2909;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1252
1253;2018;S18_2DAR2;ChitedzeDAR;3;87;IBIS2000;No;2274;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1253
1254;2018;S18_2DAR2;ChitedzeDAR;3;88;S1150522;No;2391;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1254
1255;2018;S18_2DAR2;ChitedzeDAR;3;89;HERON;No;2535;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1255
1256;2018;S18_2DAR2;ChitedzeDAR;3;90;DARS_CHITEDZE4;No;2530;12/19/2018;05/02/2019;-13.9733;33.516667;1142;1256
1258;2018;S18_2DAR3;ChitalaDAR;1;2;Kaleya;No;1447;12/14/2018;05/10/2019;-13.690117;34.250133;615;1258
1259;2018;S18_2DAR3;ChitalaDAR;1;3;SCSIGNAL;No;2121;12/14/2018;05/10/2019;-13.690117;34.250133;615;1259
1260;2018;S18_2DAR3;ChitalaDAR;1;4;Panorama3;No;911;12/14/2018;05/10/2019;-13.690117;34.250133;615;1260
1261;2018;S18_2DAR3;ChitalaDAR;1;5;TIKOLORE;Yes;2083;12/14/2018;05/10/2019;-13.690117;34.250133;615;1261
1262;2018;S18_2DAR3;ChitalaDAR;1;6;S1146525;No;1341;12/14/2018;05/10/2019;-13.690117;34.250133;615;1262
1263;2018;S18_2DAR3;ChitalaDAR;1;7;MRIDINA;No;1645;12/14/2018;05/10/2019;-13.690117;34.250133;615;1263
1264;2018;S18_2DAR3;ChitalaDAR;1;8;DARS_CHITEDZE4;No;2142;12/14/2018;05/10/2019;-13.690117;34.250133;615;1264
1266;2018;S18_2DAR3;ChitalaDAR;1;10;TGx198762F;No;2286;12/14/2018;05/10/2019;-13.690117;34.250133;615;1266
1267;2018;S18_2DAR3;ChitalaDAR;1;11;IBIS2000;No;1235;12/14/2018;05/10/2019;-13.690117;34.250133;615;1267
1268;2018;S18_2DAR3;ChitalaDAR;1;12;SCSAGA;No;1381;12/14/2018;05/10/2019;-13.690117;34.250133;615;1268
1269;2018;S18_2DAR3;ChitalaDAR;1;13;EGRET;No;1370;12/14/2018;05/10/2019;-13.690117;34.250133;615;1269
1270;2018;S18_2DAR3;ChitalaDAR;1;14;S114054;No;2072;12/14/2018;05/10/2019;-13.690117;34.250133;615;1270
1271;2018;S18_2DAR3;ChitalaDAR;1;15;Panorama29I;No;1237;12/14/2018;05/10/2019;-13.690117;34.250133;615;1271
1272;2018;S18_2DAR3;ChitalaDAR;1;16;Lukanga;No;1541;12/14/2018;05/10/2019;-13.690117;34.250133;615;1272
1273;2018;S18_2DAR3;ChitalaDAR;1;17;MAKSOY5N;No;2651;12/14/2018;05/10/2019;-13.690117;34.250133;615;1273
1274;2018;S18_2DAR3;ChitalaDAR;1;18;SC_EXPT1;No;1840;12/14/2018;05/10/2019;-13.690117;34.250133;615;1274
1275;2018;S18_2DAR3;ChitalaDAR;1;19;SCS1;No;1358;12/14/2018;05/10/2019;-13.690117;34.250133;615;1275
1276;2018;S18_2DAR3;ChitalaDAR;1;20;S1187537;No;1814;12/14/2018;05/10/2019;-13.690117;34.250133;615;1276
1277;2018;S18_2DAR3;ChitalaDAR;1;21;HERON;No;1591;12/14/2018;05/10/2019;-13.690117;34.250133;615;1277
1279;2018;S18_2DAR3;ChitalaDAR;1;23;SCSENTINEL;No;2158;12/14/2018;05/10/2019;-13.690117;34.250133;615;1279
1280;2018;S18_2DAR3;ChitalaDAR;1;24;TGx201416FM;No;2976;12/14/2018;05/10/2019;-13.690117;34.250133;615;1280
1281;2018;S18_2DAR3;ChitalaDAR;1;25;SSS500;No;2223;12/14/2018;05/10/2019;-13.690117;34.250133;615;1281
1282;2018;S18_2DAR3;ChitalaDAR;1;26;Panorama358;No;1933;12/14/2018;05/10/2019;-13.690117;34.250133;615;1282
1283;2018;S18_2DAR3;ChitalaDAR;1;27;NASOKO;Yes;2078;12/14/2018;05/10/2019;-13.690117;34.250133;615;1283
1284;2018;S18_2DAR3;ChitalaDAR;1;28;S107967;No;1650;12/14/2018;05/10/2019;-13.690117;34.250133;615;1284
1285;2018;S18_2DAR3;ChitalaDAR;1;29;Makwacha;Yes;2599;12/14/2018;05/10/2019;-13.690117;34.250133;615;1285
1286;2018;S18_2DAR3;ChitalaDAR;1;30;S1150522;No;2291;12/14/2018;05/10/2019;-13.690117;34.250133;615;1286
1287;2018;S18_2DAR3;ChitalaDAR;2;31;TGx201416FM;No;2190;12/14/2018;05/10/2019;-13.690117;34.250133;615;1287
1288;2018;S18_2DAR3;ChitalaDAR;2;32;Lukanga;No;1530;12/14/2018;05/10/2019;-13.690117;34.250133;615;1288
1289;2018;S18_2DAR3;ChitalaDAR;2;33;EGRET;No;1594;12/14/2018;05/10/2019;-13.690117;34.250133;615;1289
1290;2018;S18_2DAR3;ChitalaDAR;2;34;S1146525;No;1231;12/14/2018;05/10/2019;-13.690117;34.250133;615;1290
1291;2018;S18_2DAR3;ChitalaDAR;2;35;Panorama3;No;1262;12/14/2018;05/10/2019;-13.690117;34.250133;615;1291
1292;2018;S18_2DAR3;ChitalaDAR;2;36;CLARK63K;No;1246;12/14/2018;05/10/2019;-13.690117;34.250133;615;1292
1293;2018;S18_2DAR3;ChitalaDAR;2;37;S1150522;No;1546;12/14/2018;05/10/2019;-13.690117;34.250133;615;1293
1294;2018;S18_2DAR3;ChitalaDAR;2;38;MRIDINA;No;1789;12/14/2018;05/10/2019;-13.690117;34.250133;615;1294
1295;2018;S18_2DAR3;ChitalaDAR;2;39;SCSAGA;No;1470;12/14/2018;05/10/2019;-13.690117;34.250133;615;1295
1296;2018;S18_2DAR3;ChitalaDAR;2;40;SCS1;No;1429;12/14/2018;05/10/2019;-13.690117;34.250133;615;1296
1297;2018;S18_2DAR3;ChitalaDAR;2;41;SC_EXPT1;No;2229;12/14/2018;05/10/2019;-13.690117;34.250133;615;1297
1298;2018;S18_2DAR3;ChitalaDAR;2;42;Kaleya;No;1637;12/14/2018;05/10/2019;-13.690117;34.250133;615;1298
1299;2018;S18_2DAR3;ChitalaDAR;2;43;DARS_CHITEDZE4;No;2276;12/14/2018;05/10/2019;-13.690117;34.250133;615;1299
1300;2018;S18_2DAR3;ChitalaDAR;2;44;Makwacha;Yes;1585;12/14/2018;05/10/2019;-13.690117;34.250133;615;1300
1301;2018;S18_2DAR3;ChitalaDAR;2;45;HERON;No;607;12/14/2018;05/10/2019;-13.690117;34.250133;615;1301
1302;2018;S18_2DAR3;ChitalaDAR;2;46;SSS500;No;963;12/14/2018;05/10/2019;-13.690117;34.250133;615;1302
1303;2018;S18_2DAR3;ChitalaDAR;2;47;S1187537;No;1605;12/14/2018;05/10/2019;-13.690117;34.250133;615;1303
1304;2018;S18_2DAR3;ChitalaDAR;2;48;S114054;No;1576;12/14/2018;05/10/2019;-13.690117;34.250133;615;1304
1305;2018;S18_2DAR3;ChitalaDAR;2;49;SCSPIKE;No;2009;12/14/2018;05/10/2019;-13.690117;34.250133;615;1305
1306;2018;S18_2DAR3;ChitalaDAR;2;50;Panorama358;No;2284;12/14/2018;05/10/2019;-13.690117;34.250133;615;1306
1307;2018;S18_2DAR3;ChitalaDAR;2;51;SCSENTINEL;No;2402;12/14/2018;05/10/2019;-13.690117;34.250133;615;1307
1308;2018;S18_2DAR3;ChitalaDAR;2;52;Dundee;No;2507;12/14/2018;05/10/2019;-13.690117;34.250133;615;1308
1309;2018;S18_2DAR3;ChitalaDAR;2;53;S107967;No;2986;12/14/2018;05/10/2019;-13.690117;34.250133;615;1309
1310;2018;S18_2DAR3;ChitalaDAR;2;54;SCSIGNAL;No;2071;12/14/2018;05/10/2019;-13.690117;34.250133;615;1310
1311;2018;S18_2DAR3;ChitalaDAR;2;55;Panorama29I;No;1309;12/14/2018;05/10/2019;-13.690117;34.250133;615;1311
1312;2018;S18_2DAR3;ChitalaDAR;2;56;TGx198762F;No;2083;12/14/2018;05/10/2019;-13.690117;34.250133;615;1312
1313;2018;S18_2DAR3;ChitalaDAR;2;57;IBIS2000;No;1239;12/14/2018;05/10/2019;-13.690117;34.250133;615;1313
1314;2018;S18_2DAR3;ChitalaDAR;2;58;TIKOLORE;Yes;2405;12/14/2018;05/10/2019;-13.690117;34.250133;615;1314
1315;2018;S18_2DAR3;ChitalaDAR;2;59;MAKSOY5N;No;2201;12/14/2018;05/10/2019;-13.690117;34.250133;615;1315
1316;2018;S18_2DAR3;ChitalaDAR;2;60;NASOKO;Yes;2664;12/14/2018;05/10/2019;-13.690117;34.250133;615;1316
1318;2018;S18_2DAR3;ChitalaDAR;3;62;S107967;No;2003;12/14/2018;05/10/2019;-13.690117;34.250133;615;1318
1319;2018;S18_2DAR3;ChitalaDAR;3;63;TGx198762F;No;1784;12/14/2018;05/10/2019;-13.690117;34.250133;615;1319
1320;2018;S18_2DAR3;ChitalaDAR;3;64;CLARK63K;No;1178;12/14/2018;05/10/2019;-13.690117;34.250133;615;1320
1321;2018;S18_2DAR3;ChitalaDAR;3;65;SC_EXPT1;No;2189;12/14/2018;05/10/2019;-13.690117;34.250133;615;1321
1322;2018;S18_2DAR3;ChitalaDAR;3;66;S1146525;No;2279;12/14/2018;05/10/2019;-13.690117;34.250133;615;1322
1323;2018;S18_2DAR3;ChitalaDAR;3;67;S114054;No;2007;12/14/2018;05/10/2019;-13.690117;34.250133;615;1323
1324;2018;S18_2DAR3;ChitalaDAR;3;68;SCSENTINEL;No;2081;12/14/2018;05/10/2019;-13.690117;34.250133;615;1324
1325;2018;S18_2DAR3;ChitalaDAR;3;69;SCS1;No;1384;12/14/2018;05/10/2019;-13.690117;34.250133;615;1325
1326;2018;S18_2DAR3;ChitalaDAR;3;70;TIKOLORE;Yes;2528;12/14/2018;05/10/2019;-13.690117;34.250133;615;1326
1327;2018;S18_2DAR3;ChitalaDAR;3;71;DARS_CHITEDZE4;No;1107;12/14/2018;05/10/2019;-13.690117;34.250133;615;1327
1328;2018;S18_2DAR3;ChitalaDAR;3;72;Panorama29I;No;1135;12/14/2018;05/10/2019;-13.690117;34.250133;615;1328
1329;2018;S18_2DAR3;ChitalaDAR;3;73;NASOKO;Yes;1758;12/14/2018;05/10/2019;-13.690117;34.250133;615;1329
1330;2018;S18_2DAR3;ChitalaDAR;3;74;Panorama3;No;1293;12/14/2018;05/10/2019;-13.690117;34.250133;615;1330
1331;2018;S18_2DAR3;ChitalaDAR;3;75;S1187537;No;2367;12/14/2018;05/10/2019;-13.690117;34.250133;615;1331
1332;2018;S18_2DAR3;ChitalaDAR;3;76;SCSAGA;No;2506;12/14/2018;05/10/2019;-13.690117;34.250133;615;1332
1333;2018;S18_2DAR3;ChitalaDAR;3;77;Dundee;No;2274;12/14/2018;05/10/2019;-13.690117;34.250133;615;1333
1334;2018;S18_2DAR3;ChitalaDAR;3;78;HERON;No;1214;12/14/2018;05/10/2019;-13.690117;34.250133;615;1334
1335;2018;S18_2DAR3;ChitalaDAR;3;79;Panorama358;No;1335;12/14/2018;05/10/2019;-13.690117;34.250133;615;1335
1336;2018;S18_2DAR3;ChitalaDAR;3;80;Lukanga;No;1574;12/14/2018;05/10/2019;-13.690117;34.250133;615;1336
1337;2018;S18_2DAR3;ChitalaDAR;3;81;MAKSOY5N;No;2025;12/14/2018;05/10/2019;-13.690117;34.250133;615;1337
1338;2018;S18_2DAR3;ChitalaDAR;3;82;Kaleya;No;1499;12/14/2018;05/10/2019;-13.690117;34.250133;615;1338
1339;2018;S18_2DAR3;ChitalaDAR;3;83;S1150522;No;1550;12/14/2018;05/10/2019;-13.690117;34.250133;615;1339
1340;2018;S18_2DAR3;ChitalaDAR;3;84;EGRET;No;1221;12/14/2018;05/10/2019;-13.690117;34.250133;615;1340
1341;2018;S18_2DAR3;ChitalaDAR;3;85;SSS500;No;1604;12/14/2018;05/10/2019;-13.690117;34.250133;615;1341
1343;2018;S18_2DAR3;ChitalaDAR;3;87;Makwacha;Yes;1206;12/14/2018;05/10/2019;-13.690117;34.250133;615;1343
1344;2018;S18_2DAR3;ChitalaDAR;3;88;TGx201416FM;No;1332;12/14/2018;05/10/2019;-13.690117;34.250133;615;1344
1345;2018;S18_2DAR3;ChitalaDAR;3;89;SCSIGNAL;No;2019;12/14/2018;05/10/2019;-13.690117;34.250133;615;1345
1346;2018;S18_2DAR3;ChitalaDAR;3;90;IBIS2000;No;1399;12/14/2018;05/10/2019;-13.690117;34.250133;615;1346
1347;2018;S18_2DAR4;BvumbweDAR;1;1;Dundee;No;3049;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1347
1348;2018;S18_2DAR4;BvumbweDAR;1;2;Panorama358;No;2081;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1348
1349;2018;S18_2DAR4;BvumbweDAR;1;3;Kaleya;No;2223;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1349
1350;2018;S18_2DAR4;BvumbweDAR;1;4;MRIDINA;No;2645;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1350
1351;2018;S18_2DAR4;BvumbweDAR;1;5;EGRET;No;1420;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1351
1352;2018;S18_2DAR4;BvumbweDAR;1;6;CLARK63K;No;1400;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1352
1353;2018;S18_2DAR4;BvumbweDAR;1;7;SCSIGNAL;No;2664;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1353
1354;2018;S18_2DAR4;BvumbweDAR;1;8;NASOKO;Yes;1702;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1354
1355;2018;S18_2DAR4;BvumbweDAR;1;9;S1146525;No;1635;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1355
1356;2018;S18_2DAR4;BvumbweDAR;1;10;S1150522;No;1516;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1356
1357;2018;S18_2DAR4;BvumbweDAR;1;11;MAKSOY5N;No;882;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1357
1358;2018;S18_2DAR4;BvumbweDAR;1;12;TGx198762F;No;2214;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1358
1359;2018;S18_2DAR4;BvumbweDAR;1;13;Makwacha;Yes;1215;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1359
1360;2018;S18_2DAR4;BvumbweDAR;1;14;S1187537;No;1489;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1360
1361;2018;S18_2DAR4;BvumbweDAR;1;15;TGx201416FM;No;1546;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1361
1362;2018;S18_2DAR4;BvumbweDAR;1;16;TIKOLORE;Yes;1181;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1362
1363;2018;S18_2DAR4;BvumbweDAR;1;17;SSS500;No;965;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1363
1364;2018;S18_2DAR4;BvumbweDAR;1;18;Panorama29I;No;2100;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1364
1365;2018;S18_2DAR4;BvumbweDAR;1;19;SCS1;No;2974;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1365
1368;2018;S18_2DAR4;BvumbweDAR;1;22;HERON;No;2248;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1368
1369;2018;S18_2DAR4;BvumbweDAR;1;23;DARS_CHITEDZE4;No;1664;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1369
1370;2018;S18_2DAR4;BvumbweDAR;1;24;Lukanga;No;1940;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1370
1371;2018;S18_2DAR4;BvumbweDAR;1;25;SCSAGA;No;2091;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1371
1372;2018;S18_2DAR4;BvumbweDAR;1;26;SCSPIKE;No;1070;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1372
1373;2018;S18_2DAR4;BvumbweDAR;1;27;Panorama3;No;1267;12/13/2018;5/25/2019;-15.921967;35.072683;1178;1373
