country;year;season;env;location;rep;plot;gen;check;yield;prot;oil;plant;harvest;lat;lon;elev
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;1;26;S1150522;No;2735.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;1;27;SCSEMEKI;No;4073.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;1;28;TIKOLORE;Yes;2980;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;1;29;MAKSOY5N;No;2444.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;1;30;NASOKO;Yes;3497.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;31;S1150522;No;3126.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;32;TGx20018DM;No;269.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;33;TGx20145GM;No;2896.2;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;34;TGx201443FM;No;2162.5;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;35;TGx198762F;No;1962.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;36;S1146525;No;2299;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;37;TGx199122F;No;2925.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;38;KNSOY006Gazelle;No;2116.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;39;SCSAGA;No;1409.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;40;TIKOLORE;Yes;2516.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;41;SCSTATUS;No;1283;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;42;NASOKO;Yes;1245.5;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;43;TGx201416FM;No;2603.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;44;MAKSOY5N;No;2654.2;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;45;Lukanga;No;1479.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;46;KNSOY001Nyala;No;1469;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;47;TGx200111DM;No;1479.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;48;TGx20029FM;No;1329.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;49;Makwacha;Yes;2436.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;50;TGx20023FM;No;3904.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;51;SCSEMEKI;No;1680.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;52;TGx200214DM;No;951.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;53;Kaleya;No;1763.5;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;54;TGx20013FM;No;1071.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;55;TGx200113DM;No;648.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;56;S1180554;No;1489.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;57;SCSIGNAL;No;976.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;58;SCSQUIRE;No;671.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;59;SCSPIKE;No;583.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;2;60;S107967;No;670.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;61;TGx199122F;No;800.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;62;TGx200214DM;No;547.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;63;Kaleya;No;1105.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;64;S1150522;No;910.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;65;TGx201443FM;No;642.9;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;66;KNSOY001Nyala;No;935.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;67;TIKOLORE;Yes;492.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;68;TGx200113DM;No;658.2;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;69;TGx20023FM;No;566.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;70;TGx20018DM;No;335.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;71;SCSAGA;No;296;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;72;Makwacha;Yes;378.9;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;73;SCSIGNAL;No;727.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;74;TGx20013FM;No;568.3;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;75;SCSTATUS;No;632.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;76;SCSQUIRE;No;632.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;77;KNSOY006Gazelle;No;1256.9;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;78;TGx200111DM;No;1383.1;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;79;S107967;No;880;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;80;MAKSOY5N;No;402.6;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;81;S1146525;No;1119;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;82;Lukanga;No;519;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;83;SCSEMEKI;No;850;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;84;TGx20145GM;No;741.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;85;TGx198762F;No;1018.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;86;NASOKO;Yes;347.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;87;S1180554;No;534.4;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;88;TGx201416FM;No;274.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;89;SCSPIKE;No;413.8;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_DAR1;MbawaDAR;3;90;TGx20029FM;No;265.7;0;0;12/27/2019;4/27/2020;-12.116617;33.420933;1211
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;1;TGx20018DM;No;1658.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;2;SCSAGA;No;1472.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;3;TGx198762F;No;2092;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;4;Kaleya;No;1467.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;5;TGx20013FM;No;1572.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;6;SCSTATUS;No;2392.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;7;MAKSOY5N;No;2429.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;8;NASOKO;Yes;1574.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;9;TGx201443FM;No;1677.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;10;Lukanga;No;1257.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;11;TGx20029FM;No;2098.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;12;TGx20023FM;No;2201.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;13;KNSOY006Gazelle;No;1469.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;14;S1150522;No;2925.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;15;SCSEMEKI;No;3466.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;16;TGx20145GM;No;2208.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;17;S107967;No;2208.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;18;S1146525;No;1671.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;19;TGx200113DM;No;1862.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;20;TGx200214DM;No;2096.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;21;SCSIGNAL;No;4349.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;22;SCSPIKE;No;2384.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;23;TGx201416FM;No;3317.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;24;TGx200111DM;No;3957.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;25;S1180554;No;4047.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;26;SCSQUIRE;No;3987.8;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;27;Makwacha;Yes;3724.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;28;TIKOLORE;Yes;4079.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;29;KNSOY001Nyala;No;2734.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;1;30;TGx199122F;No;2824.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;31;TGx200214DM;No;1677.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;32;TGx201416FM;No;2411;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;33;TGx20013FM;No;4074.8;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;34;S1180554;No;2786.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;35;TGx20023FM;No;3459.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;36;MAKSOY5N;No;2731.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;37;TGx20029FM;No;3656.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;38;SCSTATUS;No;3957.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;39;S1146525;No;3026.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;40;TGx20145GM;No;3158.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;41;TGx199122F;No;3451.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;42;SCSAGA;No;2098.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;43;S107967;No;2308.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;44;SCSEMEKI;No;1772.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;45;SCSPIKE;No;2092;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;46;KNSOY001Nyala;No;1680.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;47;TIKOLORE;Yes;1985.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;48;Kaleya;No;1252.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;49;TGx20018DM;No;939.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;50;Lukanga;No;1364.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;51;NASOKO;Yes;2293.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;52;TGx200113DM;No;3023.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;53;TGx198762F;No;2830.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;54;KNSOY006Gazelle;No;1361.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;55;SCSIGNAL;No;4433.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;56;Makwacha;Yes;2075.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;57;SCSQUIRE;No;2196.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;58;S1150522;No;1882.8;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;59;TGx201443FM;No;3239;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;2;60;TGx200111DM;No;3782.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;61;KNSOY001Nyala;No;3231.8;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;62;NASOKO;Yes;2405.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;63;TGx200214DM;No;1762.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;64;TGx20145GM;No;1878.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;65;TGx20013FM;No;1774.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;66;S1150522;No;1864.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;67;SCSPIKE;No;1880.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;68;MAKSOY5N;No;2408.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;69;TGx20018DM;No;1746.9;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;70;SCSEMEKI;No;3724.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;71;TGx20029FM;No;4531.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;72;SCSQUIRE;No;4052.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;73;S107967;No;3728.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;74;TGx199122F;No;3552.4;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;75;TGx200113DM;No;2265.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;76;SCSIGNAL;No;2980;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;77;TGx20023FM;No;2485.5;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;78;SCSAGA;No;2071.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;79;SCSTATUS;No;3221.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;80;S1180554;No;2471.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;81;TIKOLORE;Yes;2182.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;82;KNSOY006Gazelle;No;1248.3;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;83;TGx200111DM;No;2303.7;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;84;Lukanga;No;1255.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;85;TGx201443FM;No;2716.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;86;S1146525;No;2258.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;87;TGx201416FM;No;3127.6;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;88;TGx198762F;No;3853.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;89;Makwacha;Yes;1950.2;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2019;2;S19_2_MW_PYX5;MpalePYX;3;90;Kaleya;No;3853.1;0;0;2019-12-12;4/14/2020;-13.406667;33.620834;1111
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;1;IBIS2000;No;2570;47.67;18.92;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;2;TGx200111DM;No;3670;44.33;21.84;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;3;TGx20023FM;No;1948;42.45;22.68;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;4;LD12459;No;2761;43.37;21.2;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;5;SNKGM011;No;2511;41.4;21.98;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;6;SB8DPSB8;No;3544;42.07;21.29;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;7;Dundee;No;3076;41.11;22;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;8;TGx20013FM;No;3023;42.93;21.34;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;9;TIKOLORE;Yes;3557;45;19.51;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;10;S1180554;No;3188;41.87;21.19;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;11;HERON;No;3727;41.88;22.05;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;12;SCSERENADE;No;3725;41.84;22.44;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;13;S882;No;1946;43.92;20.27;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;14;T267;No;3000;41.07;22.39;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;15;SNKGM001;No;2913;44.1;21.99;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;16;EGRET;No;2893;41.94;20.18;6/17/2020;10/28/2020;-14.2696;34.5768;505
Malawi;2020;1;S20_1_MW_DAR1;BwanjeDAR;1;17;SNKGM003;No;2483;45.36;21.23;6/17/2020;10/28/2020;-14.2696;34.5768;505
